Country Name,Country Code,Time,Time Code,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM]
Vietnam,VNM,1990,YR1990,..,68.0119950850993,74.1146697998047,98.1412200927734,7.54806980272378,5369,61.8477133970741,510559.8,76.081644655317,8681,671068.300788
Vietnam,VNM,1991,YR1991,..,69.4207366582915,75.3642120361328,98.2375869750977,7.22013744571862,6317,68.5884907709012,522507.1,75.6374365847812,9210,690804.875988
Vietnam,VNM,1992,YR1992,..,70.8394182422493,76.6132354736328,98.3337860107422,6.9364498194159,7228,74.4770736733642,535158.7,74.701971669987,9705,716391.666828
Vietnam,VNM,1993,YR1993,..,72.2597909868281,77.8592071533203,98.428955078125,6.9639188850034,7965,74.7045582442319,563375.4,70.8126901689297,10662,795585.36564
Vietnam,VNM,1994,YR1994,..,73.6844532373921,79.0990524291992,98.5220642089844,6.40293718172339,9243,75.2197265625,534820.6,67.9860079331324,12288,786662.750556
Vietnam,VNM,1995,YR1995,..,75.1168366284331,80.3297271728516,98.6120834350586,6.23338792494138,10582,72.2419442927362,537803.7,65.1257836056628,14648,825792.29028
Vietnam,VNM,1996,YR1996,..,76.5465971970381,81.5481567382813,98.6979751586914,6.02053428114366,12008,70.8687440982059,543904.5,62.8660092692519,16944,865180.574244
Vietnam,VNM,1997,YR1997,..,73.7,78.4,98.6,5.99865565177389,11657,60.9293330545683,559489.5,60.7923736089576,19132,920328.433956
Vietnam,VNM,1998,YR1998,..,79.3852418815605,83.9360885620117,98.853271484375,6.0442606162206,11095,51.1573220213943,574637.1,59.4993441120752,21688,965787.284844
Vietnam,VNM,1999,YR1999,..,80.7785666946921,85.0994567871094,98.9206085205078,5.93678928493655,13774,58.4659790313681,594459.7,59.5670031087825,23559,997968.118212
Vietnam,VNM,2000,YR2000,14.38,82.1336656699649,86.239875793457,98.9803466796875,5.84890761858135,14551,54.7833289409284,605654.1,57.9637007256619,26561,1044885.147804
Vietnam,VNM,2001,YR2001,17.05,83.4840250740448,87.3618850708008,99.0346527099609,5.87380489569693,18210,59.4942498693152,624942.6,56.3577493164759,30608,1108884.949416
Vietnam,VNM,2002,YR2002,19.97,86.6,89.1,99.4,6.02862186194852,18198,50.8380824673148,624440.4,52.4133293872139,35796,1191377.093004
Vietnam,VNM,2003,YR2003,22.81,86.1987545404314,89.5749282836914,99.1382522583008,5.92106448446005,18986,46.3921808185706,646344.2,51.023855566307,40925,1266749.038908
Vietnam,VNM,2004,YR2004,26.05,87.5791045508764,90.6780853271484,99.1931686401367,6.11096132127276,17818,38.5595879590556,637633.8,45.9895238157207,46209,1386476.19522
Vietnam,VNM,2005,YR2005,29.23,95.2,96.1,99.6,6.01516433824147,16995,31.6739973162368,637860.8,44.3569630609402,53656,1438017.294204
Vietnam,VNM,2006,YR2006,32.61,94.9,96,99.1,5.76176336570564,20473,33.8435852082059,648045.8,44.4611176353139,60493,1457556.252444
Vietnam,VNM,2007,YR2007,36.04,91.9110088418696,94.0468673706055,99.4041976928711,5.78720643719085,23114,34.4943887297039,657295,42.1021779420604,67008,1561190.019444
Vietnam,VNM,2008,YR2008,39.55,93.4449580957572,95.2082595825195,99.4985885620117,5.8564371014685,26042,35.4814976292986,666731.5,39.4589931009848,73396,1689681.990348
Vietnam,VNM,2009,YR2009,43.12,94.6,96.1,99.6,6.06241500552353,30053,36.1322512774271,679517.1,37.1668136829163,83175,1828289.898072
Vietnam,VNM,2010,YR2010,46.76,96.6602917974388,97.5911331176758,99.7230758666992,6.32439150199237,27655,29.1402800754455,669884.7,34.7958988239322,94903,1925182.917072
Vietnam,VNM,2011,YR2011,50.14,97.75,99,100,5.96740525033224,41067,39.460181412868,719359.6,36.526959380424,104072,1969393.599144
Vietnam,VNM,2012,YR2012,53.84,100,100,99.9832763671875,5.74426029134235,52939,45.0192189944894,762016.8,38.1143660255291,117592,1999290.240036
Vietnam,VNM,2013,YR2013,57.23,100,100,100,5.61875920297885,52100,41.6620020151295,771719.4,37.3915507332977,125054,2063887.121196
Vietnam,VNM,2014,YR2014,60.79,98.9,99.2,99.9,5.74553849850127,59987,42.9814065130943,802701.8,37.0354726305609,139565,2167386.40818
Vietnam,VNM,2015,YR2015,63.81,100,100,100,5.94487602352848,56304,36.7320576972006,800189.5,34.9985698382085,153283,2286349.138548
Vietnam,VNM,2016,YR2016,66.92,100,100,100,..,..,..,..,..,..,..
India,IND,1990,YR1990,..,29.7433535858626,43.291561126709,82.7758331298828,8.2915979089233,71688,24.4892939617124,5645860,58.652858348278,292732,9625890.636864
India,IND,1991,YR1991,..,31.5873365126957,44.9389953613281,83.3821182250977,8.54836655208097,72814,22.8074022101386,5724241,57.6047933357271,319256,9937091.461536
India,IND,1992,YR1992,..,33.4554976334482,46.5859222412109,83.9882278442383,8.40018852696283,69974,20.7526521363897,5794445,57.2305674845727,337181,10124737.976016
India,IND,1993,YR1993,..,38.7,50.9,82.8,8.21116167819759,70577,19.5588133409081,5825789,56.9833633428903,360845,10223666.449704
India,IND,1994,YR1994,..,37.1959025037818,49.8675346374512,85.1963272094727,7.99411301080985,82927,21.21909967171,5889504,55.5571874605853,390813,10600795.809144
India,IND,1995,YR1995,..,39.0613479513863,51.4961051940918,85.796257019043,7.85816030317115,73126,17.2605391115517,5915133,54.4841170038941,423660,10856619.00252
India,IND,1996,YR1996,..,40.9175322227352,53.1124382019043,86.3920669555664,7.53016367474512,69854,15.7672939365417,5955321,53.767409699754,443031,11076079.419216
India,IND,1997,YR1997,..,42.7613123992003,54.7134742736816,86.9827194213867,7.52418202136383,75700,16.015130807865,6027971,52.4880731033173,472678,11484458.55144
India,IND,1998,YR1998,..,44.5888631046438,56.2961578369141,87.5671844482422,7.25603779427374,84132,16.7011082856411,6104928,52.7122557076625,503751,11581610.230944
India,IND,1999,YR1999,..,48.1,60.1,91.3,7.05054707851972,83274,15.2580757461935,6172063,51.7172937036599,545770,11934234.291852
India,IND,2000,YR2000,22.15,48.1816286732758,59.3957443237305,88.7140884399414,6.94959487076476,77426,13.5909480276924,6231016,51.5793476223734,569688,12080447.479908
India,IND,2001,YR2001,23.85,43.6,55.8,87.6,6.72480637599239,77680,13.2070435298578,6298836,51.7872192257844,588171,12162916.051812
India,IND,2002,YR2002,25.01,51.4599656790939,62.3,89.8399200439453,6.67200102251513,73597,12.0551611624532,6363576,50.5694426557262,610502,12583836.534096
India,IND,2003,YR2003,25.93,53.3333017676252,63.9244918823242,90.401725769043,6.33392172930991,87664,13.4694247561217,6468599,50.8427990577573,650837,12722743.672416
India,IND,2004,YR2004,27.41,53.5999198920632,64.4,90.9665603637695,6.18110787146406,99059,14.4825005007376,6600165,49.7240246052468,683991,13273593.705252
India,IND,2005,YR2005,28.34,56.767529101516,66.9324493408203,91.537223815918,5.87751946572999,118935,16.6190180757235,6752224,48.5753087512264,715656,13900527.188784
India,IND,2006,YR2006,29.74,55.7,67.9,93.1,5.66184904777442,135725,17.5404247180092,6904236,47.4437217093748,773784,14552475.546276
India,IND,2007,YR2007,30.95,60.2947015578398,69.9880218505859,92.7073287963867,5.50764929853643,147122,17.8640856862195,7041745,45.8678035195348,823563,15352261.193412
India,IND,2008,YR2008,32.06,62.1101038287165,71.5473175048828,93.3116302490235,5.56214240997603,140062,16.5098337370558,7130872,43.6328830116274,848355,16342885.245744
India,IND,2009,YR2009,32.82,66,75,96.1,5.64671193201939,143650,15.6600552489802,7236991,40.7708275885812,917302,17750414.764764
India,IND,2010,YR2010,34.4,65.7,76.3,94,5.35317924225662,157135,16.0437444354595,7376893,39.4815087312075,979416,18684425.284308
India,IND,2011,YR2011,35.42,55.8,67.6,92.9,5.23298571103505,186077,17.316962856526,7553407,38.9317402139462,1074536,19401668.04384
India,IND,2012,YR2012,36.64,72.7,79.9,96.1,5.19964331645046,176689,15.732973360913,7628053,38.3908901522843,1123049,19869435.091872
India,IND,2013,YR2013,37.81,71.6550475706534,79.5991134643555,96.4849090576172,4.98862544005017,206622,17.3493138262499,7791782,37.8498411784972,1193480,20586036.182436
India,IND,2014,YR2014,38.8,73.6316231707346,81.2395095825195,97.1374206542969,4.96014949895526,210273,16.2538398153488,7903163,36.651837856374,1287398,21562801.382484
India,IND,2015,YR2015,39.88,83.2,88,97.5,4.73091044855314,212195,15.3430503454798,8011645,36.0212225652817,1383004,22241457.755856
India,IND,2016,YR2016,41.04,77.6286901645437,84.5268173217773,98.4463119506836,..,..,..,..,..,..,..
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Data from database: Sustainable Energy for All,,,,,,,,,,,,,,
Last Updated: 06/30/2018,,,,,,,,,,,,,,
