Country Name,Country Code,Time,Time Code,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM]
Mongolia,MNG,1996,YR1996,..,34.4851708473312,71.5707015991211,99.8226318359375,9.53140369280591,0,0,2261.039,3.44084908317534,2614,65711.658528
Mongolia,MNG,1997,YR1997,..,36.0281367806879,72.1112365722656,99.6510543823242,8.98565160860448,0,0,2291.854,3.39439771488489,2662,67518.723276
Mongolia,MNG,1998,YR1998,..,37.5745459022654,72.633415222168,99.4406051635742,8.76464608978143,0,0,2291.854,3.73913692162096,2675,61293.663432
Mongolia,MNG,1999,YR1999,..,39.0919195587682,73.1341857910156,99.2128448486328,8.51512519421899,0,0,2291.854,3.59397600931593,2842,63769.318272
Mongolia,MNG,2000,YR2000,21.83,25.0805499002332,67.3,98.9773406982422,8.99097479330902,0,0,3500.039,5.71347110756614,2946,61259.415408
Mongolia,MNG,2001,YR2001,22.92,39.697258303835,74.071403503418,98.7370452880859,8.79927498370472,0,0,4012.378,6.07489000945419,3017,66048.570324
Mongolia,MNG,2002,YR2002,24.09,39.5798687456927,74.5184631347656,98.4942474365234,8.99618484011529,0,0,4455.718,6.50019796173208,3112,68547.420036
Mongolia,MNG,2003,YR2003,25.22,77.5,76.3,99.5,8.21141550146023,0,0,4455.718,6.07998688760095,3138,73284.993576
Mongolia,MNG,2004,YR2004,26.49,39.3656539644373,75.399787902832,98.0121154785156,7.6434315272894,0,0,4455.718,5.74470705533631,3303,77562.14472
Mongolia,MNG,2005,YR2005,27.63,67.1,86.2,97.9,8.20912652356818,0,0,4455.718,5.32177245152319,3419,83726.202888
Mongolia,MNG,2006,YR2006,28.72,39.2964413195023,76.3044891357422,97.5447235107422,8.6035954486765,0,0,4455.718,4.46178726749122,3544,99863.97228
Mongolia,MNG,2007,YR2007,30.32,39.3420831009591,76.78076171875,97.3290023803711,8.17508616120909,0,0,4833.451,4.68248357977123,3701,103224.08862
Mongolia,MNG,2008,YR2008,31.57,39.463109357937,77.2795486450195,97.1268081665039,7.53547591436322,0,0,4874.44,4.62896399518485,4001,105303.04416
Mongolia,MNG,2009,YR2009,32.68,39.6727783043495,77.7993698120117,96.9371032714844,7.92909640498879,0,0,4823.235,4.36488738997934,4039,110500.788888
Mongolia,MNG,2010,YR2010,34.18,16.8007149240393,78.502080443828,96.0794297352342,7.89359702493602,0,0,4864.224,4.34832056562224,4313,111864.429648
Mongolia,MNG,2011,YR2011,35.57,17.8583646938077,72.0570749108204,94.1553912679593,7.36341339564548,0,0,4894.202,3.8993553833994,4536,125513.104572
Mongolia,MNG,2012,YR2012,36.69,40.836204837749,79.454948425293,96.4251403808594,7.25358530396904,0,0,3876.809,2.84790870076394,4816,136128.275424
Mongolia,MNG,2013,YR2013,38.33,52,81.2,97.8,7.15922534860462,85,1.69322709163347,4165.367,2.92452446061805,5020,142428.86514
Mongolia,MNG,2014,YR2014,39.82,42.2361507403509,80.6087341308594,96.1135864257813,6.66264822342375,170,3.16220238095238,4460.568,3.26984282370897,5376,136415.3643
Mongolia,MNG,2015,YR2015,41.32,43.1368123485782,81.1916275024414,95.9613800048828,6.09524907108966,170,3.08362053328496,4468.379,3.42973728977845,5513,130283.418888
Mongolia,MNG,2016,YR2016,42.8,44.168604551646,81.775032043457,95.8094711303711,..,..,..,..,..,..,..
Myanmar,MMR,1990,YR1990,..,20.2573439855332,35.6520309448242,82.9137802124023,14.8940913119398,1193,48.1436642453592,354228.8,90.9073472098687,2478,389659.153932
Myanmar,MMR,1991,YR1991,..,21.2179255170396,36.5349311828613,83.1698989868164,14.7418309218548,1240,46.3205080313784,348415.7,91.1186694346812,2677,382375.754784
Myanmar,MMR,1992,YR1992,..,22.1660912016768,37.4173202514648,83.4258499145508,13.8602216049279,1518,50.6675567423231,358159,90.7863482264251,2996,394507.552068
Myanmar,MMR,1993,YR1993,..,23.0991450661034,38.2966499328613,83.6807632446289,12.9659871187889,1705,50.3692762186115,351086.2,89.2473976085398,3385,393385.364064
Myanmar,MMR,1994,YR1994,..,24.0121211203186,39.169864654541,83.9336242675781,12.8239454215575,1614,44.9081803005008,370519.4,87.9665909706696,3594,421204.682268
Myanmar,MMR,1995,YR1995,..,24.9024346887961,40.0338973999023,84.1833877563477,12.4021283066688,1624,40.0493218249075,372942.3,85.2203604069731,4055,437621.125068
Myanmar,MMR,1996,YR1996,..,25.7666373009173,40.8856964111328,84.4290313720703,11.6736878148019,1651,41.850443599493,368084.3,84.6098367980749,3945,435037.241448
Myanmar,MMR,1997,YR1997,..,26.5996429879409,41.7222023010254,84.6695251464844,11.281396686606,1686,37.9302587176603,374782.4,85.1624250169795,4445,440079.530292
Myanmar,MMR,1998,YR1998,..,27.3994449384524,42.5403480529785,84.9038238525391,10.9453429043108,949,22.9282435370863,380117.1,83.3544815586017,4139,456024.79062
Myanmar,MMR,1999,YR1999,..,28.1608210738241,43.337085723877,85.1309204101563,9.89993180166896,1038,22.3755119637853,376452.7,81.8797710727169,4639,459762.76566
Myanmar,MMR,2000,YR2000,4.72,28.882640686669,44.1108665466309,85.3504028320313,8.97711675924949,1892,36.967565455256,381944.4,80.1636744416438,5118,476455.704732
Myanmar,MMR,2001,YR2001,5.18,29.5695530497948,44.8662414550781,85.5644607543945,7.87885099852343,1822,38.8568991256131,390087.6,82.4741117361369,4689,472981.874904
Myanmar,MMR,2002,YR2002,5.74,32.1521039521514,47,85.7759094238281,7.27063957678239,2111,41.6535122336227,399752.8,82.9986077947378,5068,481637.9583
Myanmar,MMR,2003,YR2003,6.23,30.8678417834998,46.3460083007813,85.9875564575195,6.92690218111882,2075,38.2488479262673,411128.1,79.790745004384,5425,515257.878564
Myanmar,MMR,2004,YR2004,6.69999999999999,31.4931918348278,47.0825309753418,86.2022247314453,6.43081177793979,2408,42.9310037439829,420796.5,80.26836220896,5609,524237.057316
Myanmar,MMR,2005,YR2005,7.46,32.1131258860184,47.824893951416,86.4227294921875,5.68167363538123,2997,49.8171542553192,426038.6,79.5508983617824,6016,535554.73134
Myanmar,MMR,2006,YR2006,7.97,32.7352072050113,48.5791625976563,86.6518859863281,5.09578989081416,3325,53.9422452952628,429687.2,81.1165503705987,6164,529715.82006
Myanmar,MMR,2007,YR2007,8.77,33.3655848993335,49.3513984680176,86.8925018310547,4.72105406990983,3619,56.5557118299734,430536.2,80.3154677468684,6399,536056.393716
Myanmar,MMR,2008,YR2008,9.33000000000001,34.0132698430518,50.1461563110351,87.1466445922852,4.12791655147467,4071,61.4768951978254,431643.9,85.5665658832106,6622,504453.9249
Myanmar,MMR,2009,YR2009,10.24,34.676208189361,50.9619445800781,87.4132843017578,3.53759278352048,5256,75.4738655944859,434454.7,85.6295863237957,6964,507365.174412
Myanmar,MMR,2010,YR2010,11.14,34.3,48.8,89,3.14527290210631,5105,67.6786424499536,436603.1,84.4045564890683,7543,517274.32518
Myanmar,MMR,2011,YR2011,12.13,36.067221027023,52.6445808410644,87.9769134521484,3.04307505971867,7518,76.1856505877584,442356.9,83.8603130515469,9868,527492.545524
Myanmar,MMR,2012,YR2012,13.24,36.7904081475023,53.5054244995117,88.2703323364258,3.09895925214397,7766,72.3630264629146,442684.3,77.9095581668799,10732,568202.811588
Myanmar,MMR,2013,YR2013,14.45,37.5282151493877,54.3752822875977,88.5691070556641,3.03245680860879,8823,72.0421327672083,446255.5,74.1051590235964,12247,602192.216952
Myanmar,MMR,2014,YR2014,15.44,49,52,85.5,3.12992045786252,8829,62.3649078194533,446750.4,66.13285378605,14157,675534.73716
Myanmar,MMR,2015,YR2015,16.97,48.9,60.5,90.8,3.12418890377145,9399,58.8541014402004,449993.5,61.5278116473242,15970,731366.008236
Myanmar,MMR,2016,YR2016,18.4,39.7927429049178,57.0093841552734,89.4800186157227,..,..,..,..,..,..,..
Philippines,PHL,1990,YR1990,..,40.1491516001819,62.1144485473633,85.3545379638672,4.8385166193373,11959,45.4248490143199,414293,50.94656739513,26327,813191.194584
Philippines,PHL,1991,YR1991,..,42.0555536132215,63.2861862182617,85.8029937744141,4.85965389022896,10903,42.5084798627627,403667.3,51.9604082640925,25649,776874.76578
Philippines,PHL,1992,YR1992,..,43.9577265726882,64.4574127197266,86.2512817382813,5.06362581798896,10140,39.1959798994975,391404,48.7073905590112,25870,803582.36298
Philippines,PHL,1993,YR1993,..,46.4,65.4,83.7,4.95497669941211,10697,40.2460589186952,384339,45.8574643129508,26579,838116.55476
Philippines,PHL,1994,YR1994,..,47.7321318031942,66.7876358032227,87.1437225341797,5.08659491084176,12182,39.9789964228283,380371.5,44.4350856077087,30471,856016.129592
Philippines,PHL,1995,YR1995,..,49.5945069278494,67.9405136108398,87.585823059082,5.09057811674976,12367,36.8438300661384,371579.6,38.9420017009317,33566,954187.21116
Philippines,PHL,1996,YR1996,..,51.4337832684643,69.0811462402344,88.023796081543,4.97380856867206,13564,36.9319574155254,365039,36.8768663311926,36727,989886.1707
Philippines,PHL,1997,YR1997,..,53.2451012479716,70.2064895629883,88.4566192626953,4.97647559138116,13306,33.434681006106,354904.5,33.7999112330775,39797,1050016.071204
Philippines,PHL,1998,YR1998,..,51.9,71.3,91.1,5.14929918880025,13980,33.62355091635,347219.7,33.430611758274,41578,1038628.017072
Philippines,PHL,1999,YR1999,..,55.2538065159552,71.8741709275167,90.1387028775341,5.12771056073635,18434,44.4921799575208,351832.6,34.0688253471477,41432,1032711.27318
Philippines,PHL,2000,YR2000,36.28,58.4860893039724,73.4616775512695,89.7145080566406,5.08219045613528,19425,42.8902627511592,344955.4,34.8450316237689,45290,989970.11604
Philippines,PHL,2001,YR2001,37.09,60.2734123893867,74.5058898925781,90.1209030151367,4.72941697238168,17546,37.2922422954304,332443.3,33.5347084456695,47050,991340.958096
Philippines,PHL,2002,YR2002,37.87,62.0248314311008,75.5377502441406,90.5246810913086,4.62542723532896,17275,35.6428085088823,320953.2,32.8271543130175,48467,977706.434556
Philippines,PHL,2003,YR2003,38.53,59.8,76.6,92,4.41767017844206,17692,33.4189648658859,314306.9,32.0498725926156,52940,980680.65354
Philippines,PHL,2004,YR2004,39.15,65.4604726269344,77.5886917114258,91.3356628417969,4.1271305760466,18875,33.7312579301964,308046,31.3131890225203,55957,983757.993408
Philippines,PHL,2005,YR2005,39.29,67.1617202830247,78.6198959350586,91.7484970092774,3.94546367956466,18308,32.365159898881,298908.1,31.4295828385165,56567,951040.62162
Philippines,PHL,2006,YR2006,40.23,68.8651877790989,79.6630020141602,92.1699905395508,3.72148508541311,20458,36.0283887783315,300304.1,32.5966321965234,56783,921273.394716
Philippines,PHL,2007,YR2007,40.52,70.579359609741,80.7240829467773,92.6029434204102,3.49753743597932,18837,31.5998725067521,292846.3,31.2034145009581,59611,938507.22648
Philippines,PHL,2008,YR2008,40.75,72.8,83.3,93.7,3.48479236555124,20628,33.9159171996514,294984.6,31.7270647842501,60821,929756.981952
Philippines,PHL,2009,YR2009,41.05,74.0574557134361,82.9123001098633,93.5083923339844,3.28042498088548,20177,32.5850680706061,296164.1,31.2239206956681,61921,948516.692976
Philippines,PHL,2010,YR2010,41.56,75.8154530154643,84.0349502563477,93.9780807495117,3.2242384393983,17815,26.2983082873254,284611,28.8118355854605,67742,987826.68378
Philippines,PHL,2011,YR2011,42.06,77.5713502732222,85.1726226806641,94.4566879272461,3.13116202954533,19823,28.6558922169539,289471.9,29.3987828333404,69176,984639.0636
Philippines,PHL,2012,YR2012,42.43,79.3234186066643,86.3223037719727,94.9424438476563,3.12177352510576,20742,28.4444810136998,305681.1,30.2246899489614,72921,1011362.235696
Philippines,PHL,2013,YR2013,42.69,81.5,87.5,94.1,3.01986107421038,19873,26.4036882523317,312951,29.3071613541921,75266,1067831.156412
Philippines,PHL,2014,YR2014,42.83,82.809381760333,88.6456985473633,95.928237915039,3.0344437814325,19777,25.5973182159406,317667.5,28.5821718521248,77262,1111418.340228
Philippines,PHL,2015,YR2015,43.21,85.12,89.08,95.91,3.12231563959038,20944,25.4134663220608,328178.1,27.4515444500126,82413,1195481.371176
Philippines,PHL,2016,YR2016,43.22,86.2595592235837,90.9816131591797,96.9214706420898,..,..,..,..,..,..,..
Singapore,SGP,1990,YR1990,..,..,100,100,4.61760983447953,85,0.540918925798651,252.436,0.194833724264659,15714,129564.838404
Singapore,SGP,1991,YR1991,..,..,100,100,4.90592121626867,245,1.44790497015543,702.4008,0.495509223644809,16921,141753.32496
Singapore,SGP,1992,YR1992,..,..,100,100,5.19841007432888,245,1.38621704198257,711.5568,0.52847069042069,17674,134644.515372
Singapore,SGP,1993,YR1993,..,..,100,100,5.71632082832504,245,1.29205779981015,717.7019,0.515729258378133,18962,139162.53312
Singapore,SGP,1994,YR1994,..,..,100,100,6.26021376277503,245,1.17511631253298,722.8125,0.477110597051683,20849,151497.89262
Singapore,SGP,1995,YR1995,..,..,100,100,4.99022101265007,245,1.10142060780435,725.3896,0.452737924140517,22244,160222.848876
Singapore,SGP,1996,YR1996,..,..,100,100,4.84451521643818,245,1.01659751037344,723.48,0.457871819092278,24100,158009.287716
Singapore,SGP,1997,YR1997,..,..,100,100,5.02251772169572,245,0.910848390214886,728.6714,0.431425658794336,26898,168898.484628
Singapore,SGP,1998,YR1998,..,..,100,100,4.64290979905491,245,0.863436123348018,740.5159,0.433014805376041,28375,171013.990932
Singapore,SGP,1999,YR1999,..,..,100,100,3.98106413304343,245,0.829945799457995,752.644,0.426520082561525,29520,176461.562016
Singapore,SGP,2000,YR2000,100,..,100,100,3.75795729048147,245,0.773724932891205,760.693,0.325118892748759,31665,233973.791424
Singapore,SGP,2001,YR2001,100,..,100,100,4.32770808375643,473,1.42947807428451,1431.548,0.595906733635363,33089,240230.2104
Singapore,SGP,2002,YR2002,100,..,100,100,4.12580592959659,473,1.36452804061851,1440.104,0.57690809201945,34664,249624.510372
Singapore,SGP,2003,YR2003,100,..,100,100,4.77701202970794,495,1.40099626400996,1510.725,0.575479845843392,35332,262515.70944
Singapore,SGP,2004,YR2004,100,..,100,100,5.23513081578811,479,1.3012414767325,1441.108,0.525078848760884,36811,274455.541944
Singapore,SGP,2005,YR2005,100,..,100,100,3.42033964401003,478,1.25088320728548,1598.466,0.535101712017165,38213,298721.8998
Singapore,SGP,2006,YR2006,100,..,100,100,3.3754795697916,477,1.20937072156584,1602.55,0.518118730176624,39442,309301.692192
Singapore,SGP,2007,YR2007,100,..,100,100,2.86546521704931,487,1.18396421364841,1633,0.503977767540391,41133,324022.229784
Singapore,SGP,2008,YR2008,100,..,100,100,3.23366782535596,525,1.2584797564542,1766.635,0.531735800256668,41717,332239.243464
Singapore,SGP,2009,YR2009,100,..,100,100,2.80242666326506,535,1.29826008881555,1814.811,0.478419171576047,41209,379334.923812
Singapore,SGP,2010,YR2010,100,..,100,100,2.91062621320719,592,1.3050858667137,1985.487,0.475165156888014,45361,417851.976564
Singapore,SGP,2011,YR2011,100,..,100,100,2.83320741590149,611,1.32774131861446,2056.048,0.469261488323299,46018,438145.4799
Singapore,SGP,2012,YR2012,100,..,100,100,2.70639206655521,638,1.35828489919312,2161.741,0.495199917807395,46971,436539.046608
Singapore,SGP,2013,YR2013,100,..,100,100,2.61809983610676,742,1.54683232921262,2503.479,0.555974865833875,47969,450286.36254
Singapore,SGP,2014,YR2014,100,..,100,100,2.48485730021585,821,1.66261644390441,2777.914,0.621625222931533,49380,446879.228436
Singapore,SGP,2015,YR2015,100,..,100,100,2.39485551302144,918,1.82088664088069,3115.195,0.70863529719762,50415,439604.830908
Singapore,SGP,2016,YR2016,100,..,100,100,..,..,..,..,..,..,..
"Taiwan, China",TWN,1990,YR1990,..,..,..,..,..,6384,7.22188284802824,20688.79,1.94313747258443,88398,1064710.5669
"Taiwan, China",TWN,1991,YR1991,..,..,..,..,..,3856,3.95385798513202,13025.63,1.16000952151818,97525,1122889.92102
"Taiwan, China",TWN,1992,YR1992,..,..,..,..,..,6558,6.32187786185955,21875.35,1.81556370602448,103735,1204879.229928
"Taiwan, China",TWN,1993,YR1993,..,..,..,..,..,4110,3.65025089924064,14470.61,1.15060605767542,112595,1257651.122508
"Taiwan, China",TWN,1994,YR1994,..,..,..,..,..,5062,4.19001580981864,17751.91,1.33686408526547,120811,1327876.946928
"Taiwan, China",TWN,1995,YR1995,..,..,..,..,..,4839,3.74898314933178,17326.27,1.25517025120068,129075,1380392.021196
"Taiwan, China",TWN,1996,YR1996,..,..,..,..,..,4743,3.4453952434223,17215.16,1.19122011474356,137662,1445170.358268
"Taiwan, China",TWN,1997,YR1997,..,..,..,..,..,5704,3.90241232571186,21854.5,1.46569736534994,146166,1491064.9713
"Taiwan, China",TWN,1998,YR1998,..,..,..,..,..,6784,4.27257841037914,25204.55,1.61569631019789,158780,1559980.662264
"Taiwan, China",TWN,1999,YR1999,..,..,..,..,..,5773,3.48649007742387,22254.51,1.37730615608557,165582,1615799.79162
"Taiwan, China",TWN,2000,YR2000,..,..,..,..,..,5616,3.11046125216004,22123.38,1.29277293239182,180552,1711312.129584
"Taiwan, China",TWN,2001,YR2001,..,..,..,..,..,6324,3.42834838611747,24107.16,1.40622983874261,184462,1714311.511236
"Taiwan, China",TWN,2002,YR2002,..,..,..,..,..,4046,2.07215143196624,17246.2,0.958086975946095,195256,1800066.218724
"Taiwan, China",TWN,2003,YR2003,..,..,..,..,..,4589,2.2362566943945,19152.69,1.0484389575988,205209,1826781.603372
"Taiwan, China",TWN,2004,YR2004,..,..,..,..,..,5082,2.36316036661071,20994.05,1.10895594468074,215051,1893136.521852
"Taiwan, China",TWN,2005,YR2005,..,..,..,..,..,5920,2.64849702267776,23854.77,1.24102743766789,223523,1922179.097412
"Taiwan, China",TWN,2006,YR2006,..,..,..,..,..,6259,2.7030528647869,25324.41,1.30532226343948,231553,1940088.720564
"Taiwan, China",TWN,2007,YR2007,..,..,..,..,..,7058,2.95081693061525,28820,1.47225538541282,239188,1957540.810212
"Taiwan, China",TWN,2008,YR2008,..,..,..,..,..,6914,2.9440569564736,28204.49,1.50365694279759,234846,1875726.38394
"Taiwan, China",TWN,2009,YR2009,..,..,..,..,..,6511,2.87602312833221,26921.66,1.48963264615776,226389,1807268.393952
"Taiwan, China",TWN,2010,YR2010,..,..,..,..,..,7323,3.00202922909792,30052.8,1.55021526975115,243935,1938621.079692
"Taiwan, China",TWN,2011,YR2011,..,..,..,..,..,7390,2.96651332321748,37250.46,1.88557894358318,249114,1975544.971308
"Taiwan, China",TWN,2012,YR2012,..,..,..,..,..,9111,3.68271496651159,43556.94,2.25653419155656,247399,1930258.365372
"Taiwan, China",TWN,2013,YR2013,..,..,..,..,..,9315,3.73850154918046,44234.87,2.24545220048681,249164,1969976.024892
"Taiwan, China",TWN,2014,YR2014,..,..,..,..,..,8417,3.27632111605892,40087.85,2.04286489232224,256904,1962334.863684
"Taiwan, China",TWN,2015,YR2015,..,..,..,..,..,9004,3.53111886740657,41598.43,2.11532023769111,254990,1966531.083984
"Taiwan, China",TWN,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..
Thailand,THA,1990,YR1990,..,65.9942851568694,75.8987121582031,99.6553344726563,4.66658475728304,4976,11.2640347700109,400604.3,33.6391309206457,44176,1190887.781688
Thailand,THA,1991,YR1991,..,67.5654177899517,77.0654220581055,99.6676177978515,4.6680588935372,4587,9.1401813290824,416532.6,33.0156316666272,50185,1261622.386044
Thailand,THA,1992,YR1992,..,69.1429643186101,78.2316207885742,99.6797256469727,4.60150737209559,4239,7.42407790115241,434774.2,31.8237752212936,57098,1366193.03328
Thailand,THA,1993,YR1993,..,70.7237679302984,79.3947601318359,99.690803527832,4.48538969073223,3703,5.84004920592364,385078.3,26.4259104453587,63407,1457199.746424
Thailand,THA,1994,YR1994,..,72.3043949728298,80.5517883300781,99.699821472168,4.59263752018192,4515,6.34334124787502,375923.7,23.8678203855792,71177,1575023.164776
Thailand,THA,1995,YR1995,..,73.8808992067312,81.6996307373047,99.7057495117188,4.64533504900821,7001,8.74217998826218,405060.5,22.6994112967089,80083,1784453.767128
Thailand,THA,1996,YR1996,..,75.4486399391654,82.8352355957031,99.7075500488281,4.91637252444985,8202,9.12936043275973,408627.1,21.163470513652,89842,1930813.283844
Thailand,THA,1997,YR1997,..,77.0044260768231,83.9555511474609,99.7042007446289,5.14979401047889,7545,8.09323579259005,415597.2,21.2488426585645,93226,1955858.051556
Thailand,THA,1998,YR1998,..,78.544236254149,85.0575103759766,99.6946640014648,5.22762589811727,5498,6.10536134677742,381386.2,21.6509736286753,90052,1761519.858372
Thailand,THA,1999,YR1999,..,80.0637388278406,86.138053894043,99.6779174804688,5.33697749134499,4402,4.88899254767379,396255.9,21.3124423381258,90039,1859270.250276
Thailand,THA,2000,YR2000,68.04,87,82.1,99.9,5.23110805252751,6537,6.81100680371339,413744.8,21.9881377099018,95977,1881672.770376
Thailand,THA,2001,YR2001,68.45,82.7332379718492,88.2348251342773,99.623779296875,5.20404374235306,6797,6.63639914079281,385146.4,20.0356045496194,102420,1922309.851176
Thailand,THA,2002,YR2002,68.77,83.9925272337649,89.2616653442383,99.5913848876953,5.42141503579522,8159,7.48442846266042,415535.7,20.0669279445308,109013,2070748.951452
Thailand,THA,2003,YR2003,69.49,85.2855942034356,90.282211303711,99.559196472168,5.47901367956858,8452,7.22498140755494,446415.3,20.344395594341,116983,2194291.287396
Thailand,THA,2004,YR2004,69.57,86.6229589590107,91.3025436401367,99.5300216674805,5.5703891853125,7322,5.823729191025,475867.6,20.0246682208454,125727,2376406.913472
Thailand,THA,2005,YR2005,70.21,88.018261360205,92.3287200927734,99.5066909790039,5.49696168267545,7330,5.54475517598735,490508,20.2523959369368,132197,2421975.165444
Thailand,THA,2006,YR2006,70.65,98.9256634279686,99.146201481454,99.6260098482606,5.3399815219906,9597,6.91715558374537,506831.3,20.6869383400757,138742,2450006.335728
Thailand,THA,2007,YR2007,70.96,91.03088977073,94.4228439331055,99.4887847900391,5.27934504523349,9913,6.91389194995048,539247,21.6112418884915,143378,2495215.234656
Thailand,THA,2008,YR2008,71.46,92.6749042770712,95.5014114379883,99.4990844726563,5.33117573412338,9727,6.59788639724336,578233.1,22.4910860365286,147426,2570943.435372
Thailand,THA,2009,YR2009,72.17,98.92,98.96,99.01,5.3509451466981,10235,6.89717913123172,594764.4,22.6573672231386,148394,2625037.56126
Thailand,THA,2010,YR2010,72.31,97,99.7,100,5.44586715381827,8949,5.60988453003348,633842.9,22.654877636674,159522,2797820.893872
Thailand,THA,2011,YR2011,72.83,97.9836935073278,98.7164154052734,99.5978317260742,5.39445643905962,12554,8.04790019937048,636171.6,22.7555240431084,155991,2795679.848088
Thailand,THA,2012,YR2012,73.22,98.8437177787598,99.1086235489221,99.4498197685449,5.39380430327444,14000,8.39087073264288,706102.5,23.2898203537994,166848,3031807.413168
Thailand,THA,2013,YR2013,73.69,99.9969223128663,99.8556976318359,99.7023544311523,5.6480727750378,14107,8.27793001871879,697434,22.9436074588218,170417,3039774.809832
Thailand,THA,2014,YR2014,73.67,100,99.9816665649414,99.760856628418,5.55649446817718,14692,8.51453474894525,742358.3,24.0957260406663,172552,3080871.266328
Thailand,THA,2015,YR2015,74.33,99.5,99.6,99.7,5.41195825241376,15178,8.53847884788479,722010.9,22.8630701280756,177760,3157978.766436
Thailand,THA,2016,YR2016,74.43,100,100,99.8817443847656,..,..,..,..,..,..,..
Timor-Leste,TLS,1990,YR1990,..,..,0.00999999977648258,59.4336051940918,..,0,0,0,..,0,0
Timor-Leste,TLS,1991,YR1991,..,..,0.0874509811401367,60.6768646240234,..,0,0,0,..,0,0
Timor-Leste,TLS,1992,YR1992,..,..,0.465930610895157,61.9199523925781,..,0,0,0,..,0,0
Timor-Leste,TLS,1993,YR1993,..,..,1.5241414308548,63.1620101928711,..,0,0,0,..,0,0
Timor-Leste,TLS,1994,YR1994,..,..,3.11989235877991,64.4020080566406,..,0,0,0,..,0,0
Timor-Leste,TLS,1995,YR1995,..,..,5.91277885437012,65.6389083862305,..,0,0,0,..,0,0
Timor-Leste,TLS,1996,YR1996,..,..,8.6934289932251,66.871696472168,..,0,0,0,..,0,0
Timor-Leste,TLS,1997,YR1997,..,..,11.4587831497192,68.0993194580078,..,0,0,0,..,0,0
Timor-Leste,TLS,1998,YR1998,..,..,14.2057828903198,69.3207702636719,..,0,0,0,..,0,0
Timor-Leste,TLS,1999,YR1999,..,0.087292743487674,16.9313697814941,70.5349960327148,..,0,0,0,..,0,0
Timor-Leste,TLS,2000,YR2000,2.27000000000001,2.94087859471347,19.6340026855469,71.7416229248047,..,0,0,0,..,0,0
Timor-Leste,TLS,2001,YR2001,2.41,10.1381280052184,25.6,72.9428176879883,..,0,0,0,..,0,0
Timor-Leste,TLS,2002,YR2002,2.54,8.62470650838345,24.990104675293,74.1414031982422,2.9130658812501,0,0,1516.41,48.2527429167833,62.9,3142.64
Timor-Leste,TLS,2003,YR2003,2.69,3.2,27.7,73.6,2.93759316522317,0,0,1459.773,47.8469302568436,65,3050.923
Timor-Leste,TLS,2004,YR2004,2.96,14.3251111154766,30.3210697174072,76.5419998168945,3.03361939665883,0,0,1405.877,44.0371918164472,67,3192.4765
Timor-Leste,TLS,2005,YR2005,3.12,17.0089870672546,32.9922828674316,77.749641418457,2.81705944087622,0,0,1353.807,43.6063888279579,69,3104.607
Timor-Leste,TLS,2006,YR2006,3.37,19.7173719730162,35.6754035949707,78.965934753418,2.97855416184754,0,0,1298.997,41.9031695837125,72,3099.997
Timor-Leste,TLS,2007,YR2007,3.56,20.3,36.6,82.3,2.69604474051975,0,0,1245.101,41.8785918700571,91.8,2973.1205
Timor-Leste,TLS,2008,YR2008,3.89,25.2559501034592,41.1001014709473,81.4349746704102,2.48871957645587,0,0,1193.945,39.5877642973868,110.514,3015.9445
Timor-Leste,TLS,2009,YR2009,4.09000000000001,28.0942181364298,43.8447380065918,82.6887512207031,2.36412571722983,0,0,1144.616,36.7821913183866,131.701,3111.8755
Timor-Leste,TLS,2010,YR2010,4.54,24,38,83.4,2.20345994760728,0,0,1097.114,34.6892292914252,136.61,3162.6935
Timor-Leste,TLS,2011,YR2011,4.77,33.8990010714204,49.3850784301758,85.2266616821289,2.05060485270211,0,0,1052.352,32.7110775129992,140.1,3217.112
Timor-Leste,TLS,2012,YR2012,5.21,36.8709186072853,52.1747741699219,86.5072250366211,2.18588029904054,0,0,1008.504,25.5129899435959,126,3952.904
Timor-Leste,TLS,2013,YR2013,5.67,39.8917028731494,54.9734840393066,87.7931365966797,2.98646710606146,0,0,966.483,21.5416275593252,295,4486.583
Timor-Leste,TLS,2014,YR2014,5.98,42.9578595547594,57.7781982421875,89.0826263427734,3.00013102625653,0,0,925.3755,18.4224883739056,349,5023.0755
Timor-Leste,TLS,2015,YR2015,6.53,56.02560385732,67.2815339423354,90.373893737793,..,0,0,886.095,18.2236892844473,350.3,4862.325
Timor-Leste,TLS,2016,YR2016,6.92,49.2153775073931,63.3941383361816,91.6654663085938,..,..,..,..,..,..,..
